REF,Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating
2570,Millesime,Belgium,2021,India,Kaithapara,74%,"3- B,S,C","unripe fruit, sour, watery",3
2570,Millesime,Belgium,2021,Tanzania,Kilombero Valley,90%,"3- B,S,C","sandy, bitter, sour fruit",3
363,Artisan du Chocolat,U.K.,2009,Madagascar,Madagascar,80%,"3- B,S,C","sl. bitter, cherry, rich",3
607,Mindo,U.S.A.,2010,Ecuador,Ecuador,77%,"3- B,S,C","dry, coffee notes from roaster",2.75
2382,Mindo,U.S.A.,2019,Ecuador,"Ecuador, lot# 181220",67%,"3- B,S,C","sandy, harsh, floral",2.75
1960,Mirzam,U.A.E.,2017,India,India,65%,"3- B,S,C","sweet, licoric",3.5
363,Artisan du Chocolat,U.K.,2009,Peru,Peru,75%,"3- B,S,C","spicey, mild metallic",3
2370,Mirzam,U.A.E.,2019,Tanzania,Kokoa Kamili,72%,"3- B,S,C","complex, fruit, nut, rich",3.75
2458,Misina,Czech Republic,2020,Vietnam,Vietnam,70%,"3- B,S,C","sour fig, cocoa, creamy, fatty",3.5
2354,Mission,Brazil,2019,Puerto Rico,"Puerto Rico, 2018 harvest",70%,"3- B,S,C","powdery, intense, floral",3
607,Moho,U.S.A.,2010,Belize,"Umoho R., Toledo District, San Felipe",67%,"3- B,S,C","rough, sweet, dairy, vanilla",2.75
1030,Moho,U.S.A.,2013,Belize,Toledo District,72%,"3- B,S,C","strawberry, blueberry",3
1026,Moho,U.S.A.,2013,Belize,"Toledo District, w/ nibs",73%,"3- B,S,C",basic cocoa,3.25
363,Artisan du Chocolat,U.K.,2009,Dominican Republic,Dominican Republic,72%,"3- B,S,C","spice, cocoa, short",3.25
2198,Moka Origins,U.S.A.,2018,Brazil,Brazil,72%,"3- B,S,C","dirty, rubbery, spicy",2.5
2350,Moka Origins,U.S.A.,2019,Sierra Leone,Gola Rainforest,72%,"3- B,S,C","roasty, honey, sweet",3
2648,Moku,U.S.A.,2021,Madagascar,"Bejofo, batch 7",70%,"3- B,S,C","creamy, off note, rubbery, petro",2.75
2652,Moku,U.S.A.,2021,Dominican Republic,"Zorzal, batch 8",70%,"3- B,S,C","dark fruit, slight harsh molasses",3.25
2142,Momotombo,Nicaragua,2018,Nicaragua,Nueva Waslala,70%,"3- B,S,C","fatty, floral, spicy",3.25
2680,Monarque,Canada,2021,Philippines,"Kablon, lot 07 (made for Etat de Choc)",76%,"3- B,S,C","black tea, floral",3.5
2222,Monsoon,U.S.A.,2018,Mexico,Chiapas,70%,"3- B,S,C","chalky, powdery, molasses",3.25
2656,Monsoon,U.S.A.,2021,Peru,"Ucayali, batch 9",72%,"3- B,S,C","licorice, cocoa",3.5
600,Artisan du Chocolat,U.K.,2010,Costa Rica,Costa Rica,72%,"3- B,S,C","chewy, grassy, nutty",3.25
2490,MUCHO,Mexico,2020,Mexico,"Finca La Rioja E., Cacahoatan, Chiapas",70%,"3- B,S,C","light color, spicy, sweet, sour",3
1462,Muchomas (Mesocacao),U.S.A.,2015,Nicaragua,Nicaragua,70%,"3- B,S,C","grassy, spicy, sweet",3.5
1462,Muchomas (Mesocacao),U.S.A.,2015,Nicaragua,Nicaragua,80%,"3- B,S,C","sweet, rich",3.5
600,Artisan du Chocolat,U.K.,2010,Vietnam,Ba Ria Vung Tau Province,72%,"3- B,S,C","unrefined, distinct spicey",3.25
1049,Nahua,Costa Rica,2013,Costa Rica,"Costa Rica, Oscuro",58%,"3- B,S,C","too sweet, earthy, off notes",2.5
1049,Nahua,Costa Rica,2013,Costa Rica,"Costa Rica, Oscuro",70%,"3- B,S,C","earthy, spicy, cocoa",3
2458,Naive,Lithuania,2019,Nicaragua,"Rugoso, nanolot for Cacao Review",67%,"3- B,S,C","strong, rubbery, woody, sweet",2.75
2418,Naive,Lithuania,2019,El Salvador,"Finca Concepcion, nano-lot",70%,"3- B,S,C","bold, savory, creamy",3.25
600,Artisan du Chocolat,U.K.,2010,Indonesia,Bali,72%,"3- B,S,C",black pepper and banana,3.5
1403,Nathan Miller,U.S.A.,2014,Ghana,Ghana,70%,"3- B,S,C","brownie, toffee",3.5
531,Artisan du Chocolat,U.K.,2010,Jamaica,Jamaica,72%,"3- B,S,C","grassy, black licorice, mint",3.75
1022,Night Owl,U.S.A.,2013,Peru,Peru,75%,"3- B,S,C","spicy, red fruit, raisins",2.75
1022,Night Owl,U.S.A.,2013,Ecuador,Ecuador,75%,"3- B,S,C","single note, spicy",3.5
2398,Nikoa,Ecuador,2019,Ecuador,"Los Rios, Dec. 2018 H., Batch 2",72%,"3- B,S,C","floral, cocoa, creamy",3.75
745,Artisan du Chocolat,U.K.,2011,Panama,Panama,72%,"3- B,S,C","blackpepper,chemical,rubber",2.75
2142,Nina,Peru,2018,Peru,Chazuta,70%,"3- B,S,C","pungent, grape, sour",3
2162,Ninth (9th) & Larkin,U.S.A.,2018,Vietnam,"Ben Tre, batch VNBT186",72%,"3- B,S,C","spicy, vanilla, sweet",2.75
2158,Ninth (9th) & Larkin,U.S.A.,2018,Tanzania,"Kokoa Kamili, Kilobmbero batch TK186",72%,"3- B,S,C","sweet, melon notes",3
2174,Ninth (9th) & Larkin,U.S.A.,2018,Dominican Republic,Oko Caribe,72%,"3- B,S,C","basic cocoa, sour ending",3
2282,Ninth (9th) & Larkin,U.S.A.,2019,Fiji,"Matasawalevu, batch FJMA1",74%,"3- B,S,C","sour, rubbery, off",2.75
2394,Ninth (9th) & Larkin,U.S.A.,2019,Colombia,"Sierra Nevada, batch CSN192",72%,"3- B,S,C","strong base cocoa, rubber",3.25
729,Artisan du Chocolat,U.K.,2011,Haiti,Haiti,72%,"3- B,S,C","nuts, butterscotch, brownie",4
2486,Nuance,U.S.A.,2020,Nigeria,"Akwa Ibom, 2017 h., batch 19762",70%,"3- B,S,C","cocoa, nut, dried fruit, rubbery",3
947,Artisan du Chocolat,U.K.,2012,Colombia,"Colombia, Casa Luker",72%,"3- B,S,C","marshmallow, roasty, nutty",3.75
2486,Nuance,U.S.A.,2020,Vietnam,"Lam Dong, 2016 h., batch 20111",70%,"3- B,S,C","spicy, cocoa, hammy",3.25
1876,Nugali,Brazil,2016,Brazil,Fazenda Leolinda,70%,"3- B,S,C","nutty, banana, cocoa",3.5
1558,Ocelot,Scotland,2015,Congo,Virunga,70%,"3- B,S,C","melon, earthy, tobacco",3.75
1558,Ocelot,Scotland,2015,Peru,Piura,75%,"3- B,S,C","peanut butter, raspberry",4
1193,Artisan du Chocolat,U.K.,2013,Trinidad,"Trinidad, Heritage, Limited ed.",72%,"3- B,S,C","gritty, nutty",3.25
1594,Ohiyo,U.S.A.,2015,Trinidad,"San Juan Estate, Gran Couva",70%,"3- B,S,C","off notes, sour, roasty",2.75
1598,Ohiyo,U.S.A.,2015,Tanzania,Tanzania,70%,"3- B,S,C","sweet,sandy, fruit, pungent",3
2142,Oialla by Bojessen (Malmo),Germany,2018,Brazil,Beniano,78%,"3- B,S,C","creamy, cherry, acidic",3.75
457,Olive and Sinclair,U.S.A.,2009,Blend,"Dark 67, Ghana, Domin. Rep",67%,"3- B,S,C","sandy, cheese, sour",2.75
457,Olive and Sinclair,U.S.A.,2009,Blend,"Dark 75, Ghana, Domin. Rep",75%,"3- B,S,C","fatty,cheese, musty",3
486,Olive and Sinclair,U.S.A.,2010,Dominican Republic,Dominican Republic prototype,72%,"3- B,S,C","earthy, cheesy",3
486,Olive and Sinclair,U.S.A.,2010,Ghana,Ghana prototype,72%,"3- B,S,C","gritty, simple cocoa, burnt",3
1247,Omnom,Iceland,2014,Papua New Guinea,Papua New Guinea,70%,"3- B,S,C",intensely smokey,3
1247,Omnom,Iceland,2014,Madagascar,Madagascar,66%,"3- B,S,C","red berry, mild molasses",3.5
1816,Omnom,Iceland,2016,Tanzania,"Kakao Kamili, Kilombero Valley",70%,"3- B,S,C","sweet, dried fruit, gateway",3.75
2036,Omnom,Iceland,2018,Nicaragua,Nicaragua,73%,"3- B,S,C","intense spice, coarse",3
2680,Orfeve,Switzerland,2021,Colombia,"Tumaco, 2019 Harvest, b. 3/8-2",75%,"3- B,S,C","burnt honey, rubbery",2.75
2676,Orfeve,Switzerland,2021,Peru,"San Ignacio, 2020 Harvest, Cajamarca, b. 6/10-1",70%,"3- B,S,C","caramel, honey, roasty",3.25
2680,Orfeve,Switzerland,2021,Peru,"Piura, Gran Blanco, 2019 Harvest, b. 7/9-2",75%,"3- B,S,C","grape, punchy, deep cocoa",3.25
2676,Orfeve,Switzerland,2021,Madagascar,"Bejofo Estate, 2019 Harvest, b. 4/6-2",75%,"3- B,S,C","tart, green apple, rich",3.5
1161,organicfair,Canada,2013,Belize,Maya Mountain,74%,"3- B,S,C","sandy, ashey, mild fruit",2.75
1165,organicfair,Canada,2013,Dominican Republic,La Red,72%,"3- B,S,C","sandy, roasty, fruity",2.75
1165,organicfair,Canada,2013,Nicaragua,Nicaraqua,72%,"3- B,S,C","grits, roasty, woody",2.75
1165,organicfair,Canada,2013,Dominican Republic,Caribe,72%,"3- B,S,C","sandy, cinamon, high roast",3
1165,organicfair,Canada,2013,Ecuador,Mindo,72%,"3- B,S,C","spicy, sweet, high roast",3
2076,organicfair,South Africa,2018,Panama,Panama,71%,"3- B,S,C","fatty, bland, some spice",3
331,Original Beans (Felchlin),Switzerland,2009,Congo,"D.R. Congo, Cru Virunga",70%,"3- B,S,C",vegetable and honey,3
341,Original Beans (Felchlin),Switzerland,2009,Peru,"Piura, Apotequil, ""Porcelana"" 72hr c.",75%,"3- B,S,C","creamy, sour banana, lemon",3
341,Original Beans (Felchlin),Switzerland,2009,Bolivia,"Alto Beni, Wild Harvest, Itenez R., 60hr c.",68%,"3- B,S,C","rich cocoa, bread notes",3.25
733,Original Beans (Felchlin),Switzerland,2011,Bolivia,"Alto Beni, Wild Harvest, Itenez R. 24hr c.",66%,"3- B,S,C","creamy, melon, subtle",3.75
1438,Original Beans (Felchlin),Switzerland,2014,Papua New Guinea,Papua Kerafat,68%,"3- B,S,C","fatty, dates, musty",2.75
2274,Parre Chocolat,U.S.A.,2019,Guatemala,Guatemala,75%,"3- B,S,C","fatty, woody, poor aftertaste",2.75
1780,Askinosie,U.S.A.,2016,Tanzania,Mababa,68%,"3- B,S,C","creamy, rich, blueberry",3.75
2274,Parre Chocolat,U.S.A.,2019,Dominican Republic,Dominican Republic,75%,"3- B,S,C","rubbery, buttery, soil",2.75
2278,Parre Chocolat,U.S.A.,2019,Colombia,Colombia,75%,"3- B,S,C","nut, roasty, high astringent",3
196,Patric,U.S.A.,2007,Madagascar,Madagascar,70%,"3- B,S,C","mild tart, wine, red fruit, long",4
439,Patric,U.S.A.,2009,Madagascar,Madagascar,67%,"3- B,S,C","creamy, fruit forward, rich",3.5
439,Patric,U.S.A.,2009,Venezuela,"Rio Caribe, Paria Penninsula",70%,"3- B,S,C","earthy, nutty",3.5
331,Patric,U.S.A.,2009,Madagascar,Madagascar,75%,"3- B,S,C","simple red berry, rich, long",4
636,Patric,U.S.A.,2011,Blend,Signature Blend,70%,"3- B,S,C","smooth, red berry, cocoa",3.75
1034,Patric,U.S.A.,2013,Peru,"Piura, Choc. Garage Exclusive",67%,"3- B,S,C","creamy, cocoa, grapes",4
1454,Peppalo,U.S.A.,2015,Dominican Republic,Dominican Republic,82%,"3- B,S,C","coarse, earthy, sweet",3
2056,Auro,Philippines,2018,Philippines,"Paquibao E., 2016",70%,"3- B,S,C","waxy, dried fruit",3
2462,Piety and Desire,U.S.A.,2020,Vietnam,"Dak Nong, batch 405",70%,"3- B,S,C","swiss miss, pistachio, rich",3
2462,Piety and Desire,U.S.A.,2020,Tanzania,"Kokoa Kamili, Kilombero Valley, batch 304",70%,"3- B,S,C","sweet, cream, cherry, rich",3.5
2462,Piety and Desire,U.S.A.,2020,India,Kerla,73%,"3- B,S,C","creamy, fruity, mocha",3.5
2056,Auro,Philippines,2018,Philippines,South Cotabato,70%,"3- B,S,C","sandy, roasty, nutty",3
1506,Pitch Dark,U.S.A.,2015,Nicaragua,Tenor,62%,"3- B,S,C","coarse, earthy, metal, sweet",2.5
1510,Pitch Dark,U.S.A.,2015,Nicaragua,Chuno,80%,"3- B,S,C","metal, earthy, pungent",2.75
1510,Pitch Dark,U.S.A.,2015,Nicaragua,Nicalizo,80%,"3- B,S,C","metal, molasses, roasty",2.75
2530,Pollinator,U.S.A.,2020,Bolivia,"Tranquilidad, ""Wild Bolivia""",70%,"3- B,S,C","sandy, dried fruit, earthy",3
2530,Pollinator,U.S.A.,2020,Dominican Republic,Zorzal Plantation,70%,"3- B,S,C","slightly bitter, earthy, fruity",3
2530,Pollinator,U.S.A.,2020,Tanzania,Tanzania,70%,"3- B,S,C","raisins, grapes, tart",3.25
829,Pomm (aka Dead Dog),U.S.A.,2012,Dominican Republic,"La Red, 2011",76%,"3- B,S,C","molasses, banana, chemical",2.5
829,Pomm (aka Dead Dog),U.S.A.,2012,Peru,"Peru, batch 1",82%,"3- B,S,C","dry, red berry, off note",2.75
2056,Auro,Philippines,2018,Philippines,"Saloy E., 2016",70%,"3- B,S,C","long, bright fruit, sweet, sour",3.5
2582,Poppy and Peep,U.S.A.,2021,Haiti,Haiti,71%,"3- B,S,C","sweet, spoiled milk, vegetal",2.75
2582,Poppy and Peep,U.S.A.,2021,Guatemala,Guatemala,76%,"3- B,S,C",tart with woody undertones,3
2586,Poppy and Peep,U.S.A.,2021,Ghana,Ghana,66%,"3- B,S,C","extra sweet, nutty, deep cocoa",3
1446,Pralus,France,2015,Peru,Peru,75%,"3- B,S,C","subdued, floral, nutty, fatty",3.25
1019,A. Morin,France,2013,Peru,Chanchamayo Province,63%,"3- B,S,C","sweet, cocoa, tangerine",4
1223,Pump Street Bakery,U.K.,2014,Venezuela,"Patanemo, Carabobo, Tisano family, b. 3211",75%,"3- B,S,C","nutty, fuel, intense",2.75
1227,Pump Street Bakery,U.K.,2014,Ecuador,Guantupi River,85%,"3- B,S,C","floral, slightly burnt, intense",2.75
1223,Pump Street Bakery,U.K.,2014,Ecuador,Guantupi River,75%,"3- B,S,C","perfume, roasted caramel",3
1223,Pump Street Bakery,U.K.,2014,Madagascar,"Akessons Estate, Sambirano, Ambanja, b. 3212",72%,"3- B,S,C","long, mellow, buttery",3.25
1688,Pump Street Bakery,U.K.,2015,Honduras,Honduras,80%,"3- B,S,C","chunky, earthy, rubber",2.75
1502,Pump Street Bakery,U.K.,2015,Grenada,"Crayfish Bay Estate, 2014",70%,"3- B,S,C","dark berry, mild floral",3.5
1530,Pump Street Bakery,U.K.,2015,Madagascar,"Akesson's, batch 4411",74%,"3- B,S,C","dairy, butterscotch, caramel",3.5
1872,Pump Street Bakery,U.K.,2016,Ecuador,"Chocoan Rainforest, Teroro Escondido, ESM",77%,"3- B,S,C","floral, grain, deep cocoa",3.5
2166,Pump Street Bakery,U.K.,2018,Solomon Islands,"Guadalcanal, Tenaru, David Natei F.",72%,"3- B,S,C",dominant savory,3.25
935,Q Chocolate,Brazil,2012,Brazil,Brazil,60%,"3- B,S,C","sweet, intense banana",3
935,Q Chocolate,Brazil,2012,Brazil,Brazil,65%,"3- B,S,C","muted, banana, hot cocoa",3.25
1069,Q Chocolate,Brazil,2013,Brazil,Brazil,55%,"3- B,S,C","creamy, too sweet, sour",2.75
1057,Q Chocolate,Brazil,2013,Brazil,Brazil,75%,"3- B,S,C","sticky, intense, roasty, fruit",3.25
1069,Q Chocolate,Brazil,2013,Brazil,Brazil,80%,"3- B,S,C","tannic, fruity, cocoa",3.25
1057,Q Chocolate,Brazil,2013,Brazil,Brazil,85%,"3- B,S,C","mild bitter, banana, citrus",3.5
2238,Qantu,Canada,2018,Peru,"Bagua, Amazonas",70%,"3- B,S,C","pungent, grapes",3
2426,Qantu,Canada,2019,Peru,"Chunchu, Ayacucho, lot 208",70%,"3- B,S,C","bold, nutty, floral, wine",3.75
2470,Qantu,Canada,2020,Peru,"Morropon, Piura, AoC Golden Bean 2018",70%,"3- B,S,C","intense plum, harsh woody",3.5
2506,Qantu,Canada,2020,Peru,"Piura, Gran Blanco, lot 400",70%,"3- B,S,C",grapes and honey,4
2594,Qantu,Canada,2021,Peru,"Chaska, Junin, lot 425",70%,"3- B,S,C","bold, fig w/ floral undertone",3.75
1796,Quetzalli (Wolter),Mexico,2016,Mexico,"Mexico, Lot 28022016",70%,"3- B,S,C","gritty, waxy, leather",2.75
1800,Quetzalli (Wolter),Mexico,2016,Mexico,"Uranga, Lot 22032016",74%,"3- B,S,C","waxy, gritty, spicy, hammy",3
785,Raaka,U.S.A.,2011,Dominican Republic,La Red,85%,"3- B,S,C","creamy, pasty, bitter, cocoa",3.5
959,Raaka,U.S.A.,2012,Madagascar,Madagascar,75%,"3- B,S,C","gritty, sticky, candied",3.25
1708,Raaka,U.S.A.,2015,Congo,Virunga,75%,"3- B,S,C","refined, honey, rubber",2.75
1788,Raaka,U.S.A.,2016,Peru,"Amazon Basin Blend- SMartin,Pangoa,nacional",70%,"3- B,S,C","pungent, green, citrus",3
2032,Raaka,U.S.A.,2017,Haiti,"Pisa, unroasted",70%,"3- B,S,C",green,3.25
2032,Raaka,U.S.A.,2017,Haiti,"Pisa, roasted",70%,"3- B,S,C",basic cocoa,3.5
1872,Raoul Boulanger,France,2016,Peru,Piura,75%,"3- B,S,C","fatty, cocoa",3.25
2166,Raphio,U.S.A.,2018,Ecuador,Camino Verde,72%,"3- B,S,C","floral, malt, high astringcy",3.5
2158,Raphio,U.S.A.,2018,Tanzania,"Kokoa Kamili, Kilombero batch IT7507",72%,"3- B,S,C","creamy, complex, maple",3.75
2158,Raphio,U.S.A.,2018,Peru,"El Gran Sapasoa, batch IP7487",72%,"3- B,S,C",dominant spice,3.75
2330,Raphio,U.S.A.,2019,Dominican Republic,"Oko Caribe, San Fran. De Macoris, El Cibao",72%,"3- B,S,C","floral, roasted cacao, dirty",3.5
2334,Raphio,U.S.A.,2019,Nicaragua,Matagalpa,72%,"3- B,S,C","grassy, earthy, roasty, dirty",3.5
2618,Raphio,U.S.A.,2021,Ghana,"Suhum Region, ABOCFA, b. IG7720",72%,"3- B,S,C","gateway, nutty, rich cocoa",3.5
1454,Bakau,Peru,2015,Peru,"Bambamarca, 2015",70%,"3- B,S,C","molasses, caramel, pungent",2.75
1454,Bakau,Peru,2015,Peru,"Huallabamba, 2015",70%,"3- B,S,C","black pepper, cardamom",3.5
2008,Ritual,U.S.A.,2017,Mexico,Xoconusco,75%,"3- B,S,C","smooth, coffee, rich cocoa",3.75
2514,Ritual,U.S.A.,2020,Madagascar,"Sambirano, 2019 h., batch 7",75%,"3- B,S,C","tart fruit, roasty",3.5
2080,River-Sea,U.S.A.,2018,Tanzania,"Kokoa Kamili, Morogoro",72%,"3- B,S,C","muted, heavy roast",3
2354,River-Sea,U.S.A.,2019,Fiji,"Vanua Levu, Matasawalevu",70%,"3- B,S,C","fatty, rubbery, nutty",2.5
2290,Bankston,U.S.A.,2019,Belize,Belize,72%,"3- B,S,C","gritty, fatty, sour, off",2.5
2354,River-Sea,U.S.A.,2019,Peru,Ucayali,70%,"3- B,S,C","fatty, rubbery, off",2.5
2294,Bankston,U.S.A.,2019,Uganda,Uganda,82%,"3- B,S,C","bitter, fatty, mild fruit",2.75
2454,5150,U.S.A.,2019,Madagascar,"Bejofo Estate, batch 1",76%,"3- B,S,C","cocoa, blackberry, full body",3.75
2294,Bankston,U.S.A.,2019,Tanzania,Kokoa Kamili,72%,"3- B,S,C","base cocoa, mild fruit, roasty",3.25
717,Rozsavolgyi,Hungary,2011,Venezuela,Porcelana,71%,"3- B,S,C","intense, burnt, chemical",2.5
765,Rozsavolgyi,Hungary,2011,Principe,Principe,77%,"3- B,S,C","smokey, nutty, fat residue",2.75
713,Rozsavolgyi,Hungary,2011,Venezuela,Carenero Superior,73%,"3- B,S,C","fatty, roasty, coffee",3.5
717,Rozsavolgyi,Hungary,2011,Venezuela,"Aragua, Trincheras",70%,"3- B,S,C","uneven melt, cashew",3.5
871,Rozsavolgyi,Hungary,2012,Venezuela,"Rio Caribe Superior, Paria Penninsula, b. R380",76%,"3- B,S,C","fatty, burnt, nut, vegetal",2.25
809,Rozsavolgyi,Hungary,2012,Venezuela,Sur del Lago,84%,"3- B,S,C","fatty, chemical, roasty",2.5
871,Rozsavolgyi,Hungary,2012,Madagascar,"Sambirano, Akesson Estate, batch MT3802",72%,"3- B,S,C","buttery, sour tang, off notes",2.5
2004,Rozsavolgyi,Hungary,2017,Venezuela,Chuao,73%,"3- B,S,C","nuts, chocolate, mellow",3.75
2672,Rozsavolgyi,Hungary,2021,Peru,"Piura, Norandino, Gran Blanco Nativo, b. PB4704",72%,"3- B,S,C","blackberry, mild floral",3.75
2036,Ruket,Italy,2018,Haiti,"Pisa, lot 03HA",75%,"3- B,S,C","cocoa base, spice",3
2036,Ruket,Italy,2018,Nicaragua,"Nugu, lot 02N",70%,"3- B,S,C","complex, coarse, astringent",3.5
2370,Shane Chocolate Works,U.S.A.,2019,Guatemala,Guatemala,70%,"3- B,S,C","spicy, rich cocoa, sweet",3
2370,Shane Chocolate Works,U.S.A.,2019,Colombia,Colombia,70%,"3- B,S,C","black pepper, astringent",3
2366,Shane Chocolate Works,U.S.A.,2019,Belize,Belize,70%,"3- B,S,C",full cocoa flavor,3.5
757,Shattell,Peru,2011,Peru,Porcelana,75%,"3- B,S,C","strong spice, perfume, roasty",3.5
1884,Shattell,Peru,2016,Peru,Tingo Maria,70%,"3- B,S,C","earthy, roasty, vegetal",3.25
1586,Sibu,Costa Rica,2015,Costa Rica,Oro,82%,"3- B,S,C","gritty, fatty, coffee",3.25
1586,Sibu,Costa Rica,2015,Costa Rica,Oscuro,70%,"3- B,S,C","gritty, bold, black pepper",3.5
1339,Sirene,Canada,2014,Madagascar,"Somia Plantation, 2012",67%,"3- B,S,C","tart, sweet edge",3.75
1339,Sirene,Canada,2014,Madagascar,"Somia Plantation, 2012",73%,"3- B,S,C","intense fruity, mild sour",3.75
1343,Sirene,Canada,2014,Ecuador,"Camino Verde P., Balao, Guayas",73%,"3- B,S,C","intense, rich, burnt, licorice",3.75
1880,Batch,U.S.A.,2016,Ecuador,Ecuador,65%,"3- B,S,C","sandy, floral, sweet",3.25
2652,Sirene,Canada,2021,Mexico,"Soconusco, Rayen Cacao Co-op",73%,"3- B,S,C","bland, sour, lacks development",3
2652,Sirene,Canada,2021,India,"Anamalai, Pollachi City",73%,"3- B,S,C","butterscotch, slight burnt note",3.25
1462,Sjolinds,U.S.A.,2015,Nicaragua,"Nicaragua, lot N510",72%,"3- B,S,C","mild, nutty, vanilla, cocoa",3
1626,"Smooth Chocolator, The",Australia,2015,Bolivia,Bolivia,72%,"3- B,S,C","floral, intense, pungent",2.75
1840,Batch,U.S.A.,2016,Dominican Republic,"Dominican Republic, Batch 3",65%,"3- B,S,C","creamy, sweet, fudgey",3.5
1666,"Smooth Chocolator, The",Australia,2015,Peru,"Maranon, batch 2",67%,"3- B,S,C","light brown, grits, floral",3
1618,"Smooth Chocolator, The",Australia,2015,Madagascar,Akesson's Estate,65%,"3- B,S,C","few grits, sweet, orange",3.25
1622,"Smooth Chocolator, The",Australia,2015,Madagascar,Akesson's Estate,70%,"3- B,S,C","few grits, bold, dark berry",3.5
1662,"Smooth Chocolator, The",Australia,2015,Papua New Guinea,"Papua New Guinea, triple roast, batch 1",65%,"3- B,S,C","smokey, tart, astringent",3.5
1622,"Smooth Chocolator, The",Australia,2015,Tanzania,Kokoa Kamili,67%,"3- B,S,C","bold cherry, rich cooa",3.75
1622,"Smooth Chocolator, The",Australia,2015,Trinidad,San Juan Estate,70%,"3- B,S,C","cigar, tobacco, grass, spice",3.75
1666,"Smooth Chocolator, The",Australia,2015,Venezuela,"Chuao, batch 3",70%,"3- B,S,C",mild cacao and fruit notes,3.75
1622,"Smooth Chocolator, The",Australia,2015,Ecuador,Camino Verde,72%,"3- B,S,C","creamy, pistachio, floral",4
1864,"Smooth Chocolator, The",Australia,2016,Vietnam,Tien Giang,70%,"3- B,S,C","creamy, molasses, off note",3
1908,"Smooth Chocolator, The",Australia,2016,Guatemala,"Chimelb, Lanquin, Alta Verapaz, b-GUA001",70%,"3- B,S,C","gummy, fatty, earthy",3.25
1868,Batch,U.S.A.,2016,Brazil,Brazil,70%,"3- B,S,C","strawberry, candy flavor",3.75
1740,"Smooth Chocolator, The",Australia,2016,Venezuela,"Guasare, La Sierra de Perija, batch gua001",70%,"3- B,S,C","creamy, fruit, cocoa",3.75
1756,"Smooth Chocolator, The",Australia,2016,Belize,"Maya Mtn, Moho R., Toledo D.",70%,"3- B,S,C","apple, mild cherry",3.75
1864,"Smooth Chocolator, The",Australia,2016,Australia,Australia,67%,"3- B,S,C","delicate, smooth, dairy",3.75
1740,"Smooth Chocolator, The",Australia,2016,Ecuador,"Porcelana, Sorotaima,Machiques,batch pcl001",70%,"3- B,S,C","ligt color, creamy, peanut",4
1940,"Smooth Chocolator, The",Australia,2017,Dominican Republic,"Oko Caribe, DOR005",70%,"3- B,S,C","cherry, rich choco",3.5
1952,"Smooth Chocolator, The",Australia,2017,Haiti,"Pisa, batch HA102",70%,"3- B,S,C","complex, earthy, melon",3.5
502,Snake & Butterfly,U.S.A.,2010,Madagascar,Madagascar,68%,"3- B,S,C","mild cocoa, fruity",3
502,Snake & Butterfly,U.S.A.,2010,Ecuador,Ecuador,68%,"3- B,S,C","fudgey then spicy, vanilla",3.25
693,Snake & Butterfly,U.S.A.,2011,Ghana,Ghana,67%,"3- B,S,C","perfume, strong chemical",1.5
1968,Soklet,India,2017,India,India,70%,"3- B,S,C","grassy, hammy",2.75
2366,Solkiki,U.K.,2019,Philippines,"Kablon Farms, Red Pod, 2018 harvest",70%,"3- B,S,C","intense, dirty,floral,medicinal",2.5
1948,Beau Cacao,U.K.,2017,Malaysia,"Asajaya E, NW Borneo, b. #132/4500",73%,"3- B,S,C","caramel, spice, earthy",3
1161,Solstice,U.S.A.,2013,Peru,San Martin,70%,"3- B,S,C","molasses, grape, sour",3.25
1161,Solstice,U.S.A.,2013,Blend,Wasatch,70%,"3- B,S,C","creamy, nutty, cocoa",3.5
1335,Solstice,U.S.A.,2014,Uganda,Bundibugyo,70%,"3- B,S,C","molasses, licorice, muted",3
1992,Solstice,U.S.A.,2017,Tanzania,Kilombero,70%,"3- B,S,C","sticky, strong molasses",3.25
2068,Solstice,U.S.A.,2018,India,Anamalai,70%,"3- B,S,C","molasses undertone, tangy",3.25
2660,Solstice,U.S.A.,2021,Vietnam,"Dak Nong, Lot 103120",70%,"3- B,S,C","molasses, raisins, astringent",3.5
377,Soma,Canada,2009,Dominican Republic,Hispaniola,70%,"3- B,S,C","sticky, few grits, mild fruit,sour",3
387,Soma,Canada,2009,Dominican Republic,Conacado,70%,"3- B,S,C","slow to develop, nutty",3
377,Soma,Canada,2009,Ghana,Africa,70%,"3- B,S,C","earthy, woody, vegetal",3.5
1948,Beau Cacao,U.K.,2017,Malaysia,"Serian E., NW Borneo, b. #134/3800",72%,"3- B,S,C","smokey, woody, tobacco",3.25
387,Soma,Canada,2009,Papua New Guinea,Papua New Guinea,70%,"3- B,S,C","smokey, mushroom, woodsy",3.5
387,Soma,Canada,2009,Madagascar,Madagascar,70%,"3- B,S,C","subtle red berry, complex",3.75
387,Soma,Canada,2009,Venezuela,Ocumare,70%,"3- B,S,C",black tea,3.75
607,Soma,Canada,2010,Blend,"Black Science Blend 1, DR, Ecuador, Peru",70%,"3- B,S,C","complex, nut, dried fruit, earth",3.75
676,Soma,Canada,2011,Grenada,"Grenada, Black Science",70%,"3- B,S,C","super temper,astringent, burn",2.75
